id,Umur,Kelas Pekerja,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu,Gaji
22330,69,Wiraswasta,145656,Pendidikan Tinggi,10,Janda,Pemuka Agama,Perempuan,0.0,0.0,24.0,0
23357,24,Pekerja Bebas Bukan Perusahan,83374,Pendidikan Tinggi,10,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,30.0,1
41394,45,Pekerja Bebas Perusahaan,107231,SMA,9,Menikah,Sales,Laki2,0.0,0.0,55.0,0
36967,28,Wiraswasta,266316,7th-8th,4,Menikah,Perbaikan Kerajinan,Laki2,48496000.0,0.0,35.0,0
27456,40,Wiraswasta,91959,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,46.0,1
39431,48,Pemerintah Lokal,93449,Sekolah Professional,15,Menikah,Spesialis,Laki2,1399986000.0,0.0,40.0,1
9749,51,Pemerintah Lokal,209320,Sekolah Professional,15,Belum Pernah Menikah,Spesialis,Laki2,46550000.0,0.0,40.0,0
10319,43,Wiraswasta,209894,SMA,9,Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,1
35988,33,Wiraswasta,49027,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,0
5654,25,Wiraswasta,189590,Sarjana,13,Belum Pernah Menikah,Tech-support,Laki2,0.0,0.0,40.0,0
16169,58,Wiraswasta,267663,7th-8th,4,Menikah,Supir,Laki2,0.0,0.0,40.0,0
6614,34,Wiraswasta,177675,Sarjana,13,Menikah,Tech-support,Laki2,0.0,0.0,40.0,1
44830,24,Wiraswasta,278391,SMA,9,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,50.0,0
17224,46,Pemerintah Provinsi,219967,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,1
18076,36,Wiraswasta,174938,Sarjana,13,Menikah,Spesialis,Laki2,0.0,26418000.0,50.0,1
25857,43,Wiraswasta,393354,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Perempuan,0.0,0.0,38.0,1
37957,28,Pekerja Bebas Bukan Perusahan,236471,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
12317,53,Wiraswasta,158294,Master,14,Menikah,Spesialis,Laki2,102172000.0,0.0,40.0,1
36083,26,Wiraswasta,123384,SMA,9,Janda,Pemuka Agama,Perempuan,0.0,0.0,20.0,0
43161,33,Wiraswasta,63925,5th-6th,3,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,35.0,0
13675,55,Pekerja Bebas Bukan Perusahan,76901,D3,12,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,55.0,1
992,50,Pekerja Bebas Bukan Perusahan,124793,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,30.0,0
46909,19,Wiraswasta,253529,12th,8,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,9.0,0
26037,29,Wiraswasta,208577,SMA,9,Menikah,Spesialis,Laki2,0.0,0.0,40.0,1
16656,51,Wiraswasta,171409,Pendidikan Tinggi,10,Menikah,Supir,Laki2,0.0,0.0,40.0,1
32546,41,Wiraswasta,185057,SMA,9,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,0
29735,42,Wiraswasta,32981,SMA,9,Cerai,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
29541,53,Wiraswasta,285621,Master,14,Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,1
5645,34,Wiraswasta,249948,Pendidikan Tinggi,10,Cerai,Servis Lainnya,Perempuan,0.0,0.0,34.0,0
35748,51,Wiraswasta,196828,Pendidikan Tinggi,10,Cerai,Sales,Perempuan,0.0,0.0,38.0,1
6700,57,Wiraswasta,375868,Master,14,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,0
47151,47,Wiraswasta,106207,11th,7,Menikah,Servis Lainnya,Laki2,0.0,0.0,50.0,0
15088,53,Wiraswasta,218311,SMA,9,Cerai,Sales,Perempuan,0.0,0.0,35.0,0
30045,36,Wiraswasta,117381,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
10927,54,Pekerja Bebas Bukan Perusahan,114520,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,40.0,0
15985,39,Wiraswasta,207568,SMA,9,Menikah,Pembersih,Laki2,0.0,0.0,48.0,1
3713,41,Wiraswasta,115562,SMA,9,Cerai,Penjaga,Laki2,0.0,0.0,40.0,0
37013,32,?,42894,11th,7,Menikah,?,Perempuan,0.0,0.0,15.0,0
36965,18,Wiraswasta,261714,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,15.0,0
17956,36,Wiraswasta,240323,SMA,9,Berpisah,Sales,Perempuan,0.0,0.0,17.0,0
37542,50,Pemerintah Lokal,120521,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,1
31141,53,Wiraswasta,191565,1st-4th,2,Cerai,Servis Lainnya,Perempuan,0.0,0.0,40.0,0
8951,46,Wiraswasta,188027,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,45.0,0
24898,37,Wiraswasta,278632,9th,5,Menikah,Supir,Laki2,0.0,0.0,40.0,0
35131,39,Wiraswasta,176900,SMA,9,Menikah,Supir,Laki2,0.0,0.0,60.0,1
7880,52,Wiraswasta,127749,SMA,9,Menikah,Supir,Laki2,0.0,0.0,50.0,0
37601,59,Pekerja Bebas Bukan Perusahan,198145,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,35.0,1
5945,20,Wiraswasta,116375,9th,5,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,40.0,0
6839,25,Wiraswasta,254746,Sarjana,13,Menikah,Spesialis,Perempuan,0.0,0.0,40.0,0
36031,17,Wiraswasta,153021,12th,8,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,20.0,0
9746,42,Pemerintah Negara,105804,11th,7,Menikah,Petani,Laki2,0.0,0.0,40.0,0
26856,23,Wiraswasta,353010,11th,7,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,35.0,0
22934,20,Wiraswasta,387779,11th,7,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,15.0,0
36666,39,Wiraswasta,172186,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,1
44688,27,Pemerintah Negara,56365,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,20.0,0
19643,50,Wiraswasta,204447,Master,14,Menikah,Ekesekutif Managerial,Laki2,210336000.0,0.0,65.0,1
3363,36,Wiraswasta,284616,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,0
3432,36,Wiraswasta,203482,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
10053,43,Pekerja Bebas Bukan Perusahan,225165,11th,7,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,55.0,0
11570,17,Wiraswasta,197732,11th,7,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,12.0,0
9907,68,?,117542,SMA,9,Menikah,?,Laki2,19726000.0,0.0,15.0,0
213,60,Wiraswasta,85815,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
26461,27,Wiraswasta,300783,Pendidikan Tinggi,10,Menikah,Sales,Perempuan,0.0,0.0,42.0,1
23797,30,Wiraswasta,260782,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
25927,25,Wiraswasta,255474,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
12659,49,Pekerja Bebas Perusahaan,246891,Sarjana,13,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,1
11246,27,Pemerintah Provinsi,276776,Pendidikan Tinggi,10,Menikah,Tech-support,Laki2,0.0,0.0,40.0,1
14724,31,Wiraswasta,393357,9th,5,Menikah,Pembersih,Laki2,0.0,0.0,48.0,0
34763,29,Wiraswasta,255476,5th-6th,3,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,35.0,0
42656,53,Wiraswasta,308082,SD,1,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,15.0,0
13723,36,Pemerintah Lokal,116892,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
9063,46,Pemerintah Negara,248895,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,1
34856,51,Pemerintah Negara,230095,SMA,9,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,38.0,0
14827,33,Wiraswasta,162572,Sarjana,13,Menikah,Spesialis,Laki2,1399986000.0,0.0,40.0,1
34527,31,Wiraswasta,189759,SMA,9,Menikah,Supir,Laki2,0.0,0.0,50.0,0
38436,22,Wiraswasta,191455,Pendidikan Tinggi,10,Menikah,Tech-support,Perempuan,0.0,0.0,15.0,0
46210,38,Wiraswasta,52263,Sarjana,13,Belum Pernah Menikah,Tech-support,Laki2,0.0,0.0,40.0,0
2322,22,Wiraswasta,460835,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,55.0,0
43590,28,Wiraswasta,264735,Master,14,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,50.0,0
20752,40,Wiraswasta,309311,SMA,9,Menikah,Petani,Laki2,0.0,0.0,40.0,0
14111,37,Wiraswasta,160035,Pendidikan Tinggi,10,Cerai,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
40068,21,?,517995,SMA,9,Belum Pernah Menikah,?,Laki2,0.0,0.0,20.0,0
8663,35,Pemerintah Negara,35626,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,15.0,0
6022,51,Pemerintah Lokal,319054,SMA,9,Menikah,Supir,Laki2,0.0,0.0,60.0,0
14258,48,Wiraswasta,239058,12th,8,Janda,Pembersih,Perempuan,0.0,0.0,50.0,0
38123,32,Wiraswasta,181091,Sarjana,13,Belum Pernah Menikah,Sales,Laki2,189700000.0,0.0,35.0,1
44036,41,Pemerintah Lokal,216116,SMA,9,Cerai,Penjaga,Perempuan,0.0,0.0,40.0,1
32884,53,?,118058,SMA,9,Menikah,?,Laki2,0.0,0.0,40.0,1
24251,34,Wiraswasta,128063,SMA,9,Cerai,Servis Lainnya,Perempuan,0.0,0.0,36.0,0
28594,26,Pekerja Bebas Perusahaan,189502,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,80.0,1
8559,26,Pemerintah Provinsi,76900,Sarjana,13,Belum Pernah Menikah,Tech-support,Laki2,0.0,0.0,40.0,0
38925,62,Pekerja Bebas Bukan Perusahan,56317,Doktor,16,Menikah,Spesialis,Laki2,0.0,0.0,50.0,1
23191,30,Wiraswasta,159888,Sarjana,13,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,60.0,1
39038,58,Wiraswasta,52090,Sekolah Professional,15,Cerai,Tech-support,Laki2,0.0,0.0,40.0,1
1779,43,Wiraswasta,193882,Pendidikan Tinggi,10,Menikah,Sales,Laki2,107632000.0,0.0,40.0,1
16907,21,?,123727,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Perempuan,0.0,0.0,28.0,0
43455,48,Wiraswasta,99127,D4,11,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,0
19052,36,Wiraswasta,144169,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,0
18610,52,Pemerintah Provinsi,29623,12th,8,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,40.0,0
25423,31,Wiraswasta,173279,Sarjana,13,Menikah,Tech-support,Laki2,0.0,0.0,40.0,1
25156,40,Pekerja Bebas Bukan Perusahan,165108,Sarjana,13,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,0
1814,49,Wiraswasta,188330,SMA,9,Menikah,Sales,Laki2,0.0,0.0,40.0,1
13114,44,Wiraswasta,196545,Sarjana,13,Menikah,Perbaikan Kerajinan,Laki2,102172000.0,0.0,40.0,1
36758,32,Wiraswasta,126173,SMA,9,Berpisah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
25199,38,Wiraswasta,123833,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,19712000.0,40.0,0
47974,45,Wiraswasta,102288,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
33177,17,Wiraswasta,129396,11th,7,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,26.0,0
35520,32,Wiraswasta,29144,Sarjana,13,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,35.0,0
3243,25,Wiraswasta,206600,9th,5,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,48.0,0
45934,60,Pemerintah Negara,265201,Doktor,16,Menikah,Spesialis,Laki2,0.0,0.0,50.0,1
35029,26,Wiraswasta,241852,12th,8,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
18690,34,Wiraswasta,167474,SMA,9,Menikah,Sales,Laki2,0.0,0.0,50.0,0
46129,36,Wiraswasta,139180,D4,11,Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
47041,58,Wiraswasta,110820,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,1
21654,57,Pemerintah Lokal,190748,Pendidikan Tinggi,10,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,35.0,0
28664,24,Wiraswasta,234460,9th,5,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,0
6941,46,Pemerintah Provinsi,39606,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,1
8566,35,Pemerintah Lokal,308945,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,1
10717,28,Wiraswasta,189186,D4,11,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,40.0,0
3033,40,?,78255,SMA,9,Cerai,?,Laki2,0.0,0.0,25.0,0
25063,47,Wiraswasta,187440,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,72492000.0,0.0,40.0,1
41533,32,Wiraswasta,360761,SMA,9,Menikah,Supir,Laki2,0.0,0.0,60.0,1
26578,21,Wiraswasta,169699,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
43841,57,Pekerja Bebas Perusahaan,84231,Master,14,Menikah,Sales,Laki2,0.0,27678000.0,50.0,1
25150,31,Wiraswasta,240441,Master,14,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,21896000.0,40.0,1
28092,17,Wiraswasta,36877,10th,6,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,10.0,0
12993,28,Wiraswasta,66777,D4,11,Menikah,Servis Lainnya,Perempuan,43918000.0,0.0,40.0,0
7443,26,Wiraswasta,121040,D3,12,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,0
5570,42,Wiraswasta,266084,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,102172000.0,0.0,45.0,1
35100,34,Wiraswasta,344275,Master,14,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,60.0,1
4245,27,Pemerintah Provinsi,469705,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,27720000.0,40.0,0
19015,38,Wiraswasta,107302,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,0
17853,27,Wiraswasta,136448,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
33832,37,Pekerja Bebas Perusahaan,98360,12th,8,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
41796,44,Wiraswasta,328581,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,50.0,1
26516,43,Wiraswasta,175224,SMA,9,Menikah,Servis Lainnya,Laki2,0.0,0.0,60.0,0
4533,35,Pekerja Bebas Bukan Perusahan,225399,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,120596000.0,0.0,40.0,1
16336,47,Wiraswasta,191411,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,45.0,0
2499,20,Wiraswasta,51816,SMA,9,Belum Pernah Menikah,Penjaga,Laki2,0.0,0.0,40.0,0
297,39,?,157443,Master,14,Menikah,?,Perempuan,48496000.0,0.0,40.0,0
41906,42,Wiraswasta,111483,Master,14,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,48.0,1
42027,49,Pekerja Bebas Perusahaan,235646,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,47.0,0
4848,31,Wiraswasta,150309,Sarjana,13,Berpisah,Ekesekutif Managerial,Perempuan,0.0,0.0,70.0,0
8212,32,Wiraswasta,73621,Pendidikan Tinggi,10,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,42.0,0
34495,21,Wiraswasta,137510,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,20.0,0
39457,47,Wiraswasta,95155,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,43.0,1
10632,41,Pemerintah Negara,197558,Sarjana,13,Cerai,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,0
17548,64,Pemerintah Provinsi,301383,D3,12,Menikah,Ekesekutif Managerial,Laki2,131404000.0,0.0,45.0,1
6458,47,Wiraswasta,179313,10th,6,Cerai,Sales,Perempuan,0.0,0.0,30.0,0
31601,18,Wiraswasta,37720,10th,6,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
38553,43,Wiraswasta,214541,Master,14,Cerai,Spesialis,Laki2,0.0,0.0,40.0,0
14348,29,?,19793,Pendidikan Tinggi,10,Cerai,?,Perempuan,0.0,0.0,8.0,0
3805,19,?,423863,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Perempuan,0.0,0.0,35.0,0
43339,22,Wiraswasta,443336,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,25.0,0
18193,52,Wiraswasta,110748,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,50.0,1
27430,34,Pekerja Bebas Bukan Perusahan,156809,Pendidikan Tinggi,10,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,21056000.0,60.0,0
39453,35,Wiraswasta,348771,SMA,9,Menikah,Petani,Laki2,0.0,0.0,40.0,0
24754,21,Pekerja Bebas Bukan Perusahan,25631,Pendidikan Tinggi,10,Belum Pernah Menikah,Petani,Laki2,0.0,0.0,40.0,0
46296,31,Wiraswasta,111883,SMA,9,Menikah,Supir,Laki2,0.0,0.0,50.0,1
40564,51,Pekerja Bebas Perusahaan,161482,SMA,9,Menikah,Sales,Perempuan,0.0,0.0,40.0,0
33830,42,Wiraswasta,201343,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,40390000.0,0.0,40.0,0
42708,23,Wiraswasta,394191,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
15854,22,Wiraswasta,109482,Pendidikan Tinggi,10,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,98.0,0
17096,25,?,12285,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Perempuan,0.0,0.0,20.0,0
30336,54,Wiraswasta,142169,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,40.0,0
20783,17,Wiraswasta,31007,10th,6,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,30.0,0
485,25,Wiraswasta,189775,Pendidikan Tinggi,10,Menikah LDR,Pemuka Agama,Perempuan,0.0,0.0,20.0,0
41144,66,Pekerja Bebas Bukan Perusahan,198766,SMA,9,Janda,Sales,Laki2,0.0,0.0,40.0,0
19805,34,Wiraswasta,430554,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,1
3303,47,Wiraswasta,664821,Sarjana,13,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,0
40799,36,Wiraswasta,345310,Pendidikan Tinggi,10,Cerai,Servis Lainnya,Perempuan,0.0,0.0,30.0,0
47873,49,Wiraswasta,32184,SMA,9,Cerai,Sales,Perempuan,0.0,0.0,36.0,0
20169,41,Wiraswasta,171615,D3,12,Menikah,Tech-support,Laki2,0.0,0.0,45.0,1
15118,33,Wiraswasta,117186,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,45.0,0
42173,40,Wiraswasta,211938,10th,6,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,40.0,0
23197,30,Wiraswasta,83253,SMA,9,Menikah,Spesialis,Laki2,0.0,0.0,55.0,0
33389,36,Wiraswasta,170031,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
2802,35,Wiraswasta,190895,Pendidikan Tinggi,10,Menikah,Spesialis,Laki2,0.0,0.0,60.0,0
5923,42,Wiraswasta,110028,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
40616,42,Wiraswasta,36296,SMA,9,Cerai,Supir,Laki2,0.0,0.0,40.0,0
20854,50,Wiraswasta,145409,Sarjana,13,Menikah,Spesialis,Laki2,210336000.0,0.0,40.0,1
27615,47,Wiraswasta,187969,11th,7,Cerai,Servis Lainnya,Perempuan,0.0,0.0,38.0,0
24629,52,Wiraswasta,145271,Sarjana,13,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
37219,52,Wiraswasta,83984,Pendidikan Tinggi,10,Menikah,Sales,Perempuan,0.0,0.0,40.0,0
7742,56,Wiraswasta,371064,9th,5,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,0
47463,40,Wiraswasta,196344,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,26418000.0,45.0,1
3801,30,Wiraswasta,35644,SMA,9,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,10.0,0
40770,49,Pemerintah Lokal,49275,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,0
33297,55,Pekerja Bebas Perusahaan,298449,Doktor,16,Menikah,Spesialis,Laki2,0.0,30506000.0,60.0,0
20904,20,Wiraswasta,194630,SMA,9,Menikah,Pemuka Agama,Laki2,52934000.0,0.0,50.0,0
32924,47,Wiraswasta,54260,D4,11,Menikah,Ekesekutif Managerial,Laki2,0.0,26418000.0,60.0,1
10282,27,Wiraswasta,178778,SMA,9,Menikah,Supir,Laki2,0.0,0.0,40.0,0
23051,64,Wiraswasta,63676,10th,6,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,0
35574,23,Wiraswasta,114939,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,30.0,0
3173,27,Wiraswasta,19395,Pendidikan Tinggi,10,Menikah,Pembersih,Perempuan,0.0,0.0,35.0,0
30914,34,Wiraswasta,46746,11th,7,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,30.0,0
1919,35,Wiraswasta,225330,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
5233,49,Pekerja Bebas Perusahaan,197332,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,60.0,0
19445,52,Wiraswasta,108914,SMA,9,Menikah,Sales,Laki2,0.0,0.0,40.0,1
9867,37,Wiraswasta,227545,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,44.0,1
17819,38,Wiraswasta,335104,Sarjana,13,Cerai,Spesialis,Perempuan,0.0,0.0,35.0,0
39269,21,Wiraswasta,55465,D3,12,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,15.0,0
37325,51,Wiraswasta,144284,SMA,9,Menikah,Supir,Laki2,0.0,0.0,40.0,0
3773,74,?,95825,Pendidikan Tinggi,10,Janda,?,Perempuan,0.0,0.0,3.0,0
7076,30,Wiraswasta,280927,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
21202,22,Wiraswasta,183083,Pendidikan Tinggi,10,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,35.0,0
31245,63,Wiraswasta,117473,Pendidikan Tinggi,10,Menikah,Spesialis,Laki2,61404000.0,0.0,40.0,1
3283,40,Wiraswasta,282155,SMA,9,Berpisah,Servis Lainnya,Perempuan,0.0,0.0,25.0,0
15406,32,Wiraswasta,230420,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,45.0,0
844,55,Wiraswasta,387569,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,61404000.0,0.0,40.0,1
43579,58,Pemerintah Provinsi,75867,SMA,9,Menikah,Tech-support,Laki2,0.0,0.0,40.0,0
6055,45,Pekerja Bebas Perusahaan,160440,SMA,9,Cerai,Ekesekutif Managerial,Laki2,0.0,0.0,42.0,0
44047,45,Wiraswasta,239864,SMA,9,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,0
29506,34,Wiraswasta,169583,Master,14,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,50.0,0
39060,51,Wiraswasta,136080,SMA,9,Cerai,Sales,Perempuan,0.0,0.0,31.0,0
24892,63,Wiraswasta,207385,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,30.0,0
32651,31,Wiraswasta,122347,SMA,9,Berpisah,Pembersih,Laki2,0.0,0.0,40.0,0
34258,36,Wiraswasta,263896,SMA,9,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
2314,40,Wiraswasta,29841,Sarjana,13,Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
43865,25,Wiraswasta,36023,SMA,9,Menikah LDR,Supir,Laki2,0.0,0.0,55.0,0
43251,52,Wiraswasta,279129,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,60.0,1
45698,54,Wiraswasta,105428,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0.0,24374000.0,40.0,0
29005,38,Wiraswasta,143123,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,1
47471,20,?,177161,SMA,9,Belum Pernah Menikah,?,Perempuan,0.0,0.0,45.0,0
11284,35,Wiraswasta,200117,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,26418000.0,50.0,1
33463,36,Wiraswasta,209993,5th-6th,3,Menikah,Asisten Rumah Tangga,Perempuan,0.0,0.0,40.0,0
6453,42,Pemerintah Provinsi,170230,Master,14,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,197176000.0,0.0,60.0,1
12176,30,Wiraswasta,167790,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
19844,43,Pemerintah Provinsi,175669,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
24407,52,Wiraswasta,114971,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,1
34995,41,Wiraswasta,287581,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,107632000.0,0.0,45.0,1
29780,48,Pemerintah Provinsi,166634,Sarjana,13,Menikah,Pemuka Agama,Perempuan,107632000.0,0.0,40.0,1
